id,question,original_question,expected_answer,tipo_inferencia,source_titles,source_urls,context_concat,context_words,entities,reasoning_path,num_hops,difficulty,requires_ontology,retrieval_scope,dataset_version
70,"Que interpretação temporal pode ser obtida ao relacionar Formação, Macaé e Arenito Namorado?",Qual unidade da Formação de Macaé deve ser ligada ao Turoniano?,O Arenito Namorado da Formação de Macaé deve ser ligado ao Turoniano.,temporal_estratigrafica,Bacia de Campos | Wikipédia | Como Sabemos a Idade das Rochas? | SGB,https://pt.wikipedia.org/wiki/Bacia_de_Campos | https://www.sgb.gov.br/como-sabemos-a-idade-das-rochas,"Arenitos Arenito Namorado da Formação de Macaé Turoniano Esse material vai sendo empilhado e, naturalmente, quanto mais embaixo ele estiver na pilha mais antigo ele é.",26,Formação | Macaé | Arenito Namorado | Arenitos Arenito Namorado | Macaé Turoniano Esse,Formação -> Macaé -> Arenito Namorado -> Arenitos Arenito Namorado -> Macaé Turoniano Esse -> posição estratigráfica -> idade relativa,4,hard,True,multi_document,graphrag
71,Que unidade ou entidade estratigráfica conecta Bacia de Campos à interpretação apresentada nas evidências?,Qual formação da Bacia de Campos deve ser ligada a coquinas barremianas?,A Formação Lagoa Feia deve ser ligada a coquinas do Barremiano.,entidade_estratigrafica,Bacia de Campos | Wikipédia | Estratigrafia e modelos deposicionais carbonáticos do Pré-sal da Bacia de Santos | Universidade Petrobras,https://pt.wikipedia.org/wiki/Bacia_de_Campos | https://publicacoesup.petrobras.com.br/peld/catalog/book/12/chapter/16,"Coquinas Formação Lagoa Feia Barremiano Depósitos bioclásticos de moluscos bivalves do Barremiano/Aptiano, denominados coquinas do andar local Jiquiá, ocorrem sobre blocos altos falhados, formados durante a tectônica rifte, em morfologias herdadas do embasamento, intercalados com fácies ricas em matéria orgânica em camadas conformantes contínuas nos baixos adjacentes, em ambiente de água doce a salobra.",54,Bacia de Campos | coquinas | bivalves | matéria orgânica | tectônica rifte | blocos altos falhados | Bacia | Campos | Formação Lagoa Feia,Bacia de Campos -> coquinas -> bivalves -> matéria orgânica -> tectônica rifte -> evidência textual -> relação geológica,4,hard,True,multi_document,graphrag
72,Que interpretação espacial pode ser obtida ao conectar Bacia de Santos com Bacia de Campos?,Qual limite separa a Bacia de Campos da Bacia de Santos?,O Alto de Cabo Frio separa a Bacia de Campos da Bacia de Santos ao sul.,espacial,Bacia de Campos | Wikipédia | Quem Somos | Comunica Bacia de Santos | Petrobras,https://pt.wikipedia.org/wiki/Bacia_de_Campos | https://comunicabaciadesantos.petrobras.com.br/quem-somos,"A Bacia de Campos é uma bacia sedimentar brasileira situada na costa norte do estado do Rio de Janeiro, estendendo-se até o sul do estado do Espírito Santo, entre os paralelos 21 e 23 sul. Seu limite, ao sul, com a Bacia de Santos ocorre no Alto de Cabo Frio; ao norte, com a Bacia do Espírito Santo, ocorre no Alto de Vitória. Formada há mais de 130 milhões de anos, após o início da separação de América do Sul e África, a Bacia de Santos é uma típica bacia sedimentar de margem atlântica, apresentando, porém, uma evolução geológica diferente das bacias de Campos e Pelotas, localizadas respectivamente a norte e sul.",112,Bacia de Santos | Bacia de Campos | Bacia do Espírito Santo | Bacia | Campos | Alto | Cabo Frio | Santos | Espírito,Bacia de Santos -> Bacia de Campos -> Bacia do Espírito Santo -> Bacia -> Campos -> posição espacial -> relação entre unidades,4,hard,True,multi_document,graphrag
73,Que interpretação espacial pode ser obtida ao conectar Bacia de Santos com Bacia de Campos?,Qual limite separa a Bacia de Campos da Bacia do Espírito Santo?,O Alto de Vitória marca o limite norte da Bacia de Campos com a Bacia do Espírito Santo.,espacial,Bacia de Campos | Wikipédia | Pré-sal Bacia de Santos | Comunica Bacia de Santos | Petrobras,https://pt.wikipedia.org/wiki/Bacia_de_Campos | https://comunicabaciadesantos.petrobras.com.br/pre-sal-bacia-de-santos,"Seu limite, ao sul, com a Bacia de Santos ocorre no Alto de Cabo Frio; ao norte, com a Bacia do Espírito Santo, ocorre no Alto de Vitória. O pré-sal é uma formação rochosa localizada no subsolo da costa brasileira, que se estende entre os estados de Santa Catarina e Espírito Santo, atingindo uma área de cerca de 800 quilômetros de extensão por 200 quilômetros de largura.",67,Bacia de Santos | Bacia de Campos | Bacia do Espírito Santo | pré-sal | Bacia | Campos | Espírito | Alto | Vitória,Bacia de Santos -> Bacia de Campos -> Bacia do Espírito Santo -> pré-sal -> Bacia -> posição espacial -> relação entre unidades,4,hard,True,multi_document,graphrag
74,"Que interpretação temporal pode ser obtida ao relacionar Bacia de Campos, deposição e Bacia?",Que estágio evolutivo da Bacia de Campos é compatível com contexto marinho?,O estágio drift é compatível com contexto marinho na evolução da Bacia de Campos.,temporal_estratigrafica,Bacia de Campos | Wikipédia | Rochas | SGB,https://pt.wikipedia.org/wiki/Bacia_de_Campos | https://www.sgb.gov.br/rochas,"Reconhece-se quatro estágios geológicos evolutivos na bacia de Campos, que são pré-rifte (continental), rifte (continental), proto-oceânico (transicional evaporítico) e drift (marinho). O mais extenso e mais duradouro dos ambientes de deposição é o marinho.",34,Bacia de Campos | deposição | Bacia | Campos | Reconhece-se,Bacia de Campos -> deposição -> Bacia -> Campos -> Reconhece-se -> posição estratigráfica -> idade relativa,4,hard,True,multi_document,graphrag
75,"Que interpretação temporal pode ser obtida ao relacionar Bacia de Campos, Bacia e Campos?",Que estágio evolutivo da Bacia de Campos é compatível com ambiente evaporítico transicional?,O estágio proto-oceânico é compatível com o ambiente transicional evaporítico.,temporal_estratigrafica,Bacia de Campos | Wikipédia | Evaporito | Wikipédia,https://pt.wikipedia.org/wiki/Bacia_de_Campos | https://pt.wikipedia.org/wiki/Evaporito,"Reconhece-se quatro estágios geológicos evolutivos na bacia de Campos, que são pré-rifte (continental), rifte (continental), proto-oceânico (transicional evaporítico) e drift (marinho). Na visão tradicional, evaporito ou depósito salino é uma rocha sedimentar formada pela cristalização e precipitação química dos sais dissolvidos em um meio aquoso, devido a um processo de evaporação. Seu ambiente de formação são bacias fechadas sujeitas a evaporação intensa.",62,Bacia de Campos | Bacia | Campos | Reconhece-se,Bacia de Campos -> Bacia -> Campos -> Reconhece-se -> posição estratigráfica -> idade relativa -> interpretação temporal,4,hard,True,multi_document,graphrag
76,"Que relação entre composição, propriedade e função geológica pode ser inferida a partir de reservatório?",Por que os turbiditos são bons candidatos a reservatórios de hidrocarbonetos?,Porque formam sucessões arenosas depositadas por correntes de turbidez e são reconhecidos como bons reservatórios para hidrocarbonetos.,composicional_petrofisica,Turbidito | Wikipédia | Geologia do petróleo | Wikipédia,https://pt.wikipedia.org/wiki/Turbidito | https://pt.wikipedia.org/wiki/Geologia_do_petr%C3%B3leo,"Turbiditos são depósitos sedimentares originados por correntes de turbidez submarinas, sobretudo em bacias de antepaís (foreland), em ambiente tectônico de margem convergente (ativa). Os depósitos se formam por fluxos hiperpicnais concentrados, constituindo sucessões de estratos sedimentares arenosos e pelágicos bastante espessos, num curto período de tempo geológico. As sequências turbidíticas são muito procuradas pelos geólogos de petróleo por constituírem bons reservatórios para hidrocarbonetos. O reservatório é uma unidade litológica porosa e permeável ou conjunto de unidade que retém as reservas de hidrocarbonetos.",82,reservatório | hidrocarbonetos | petróleo | óleo | turbidito | Turbiditos,reservatório -> hidrocarbonetos -> petróleo -> óleo -> turbidito -> composição litológica -> propriedade petrofísica,4,hard,True,multi_document,graphrag
77,"Que relação entre composição, propriedade e função geológica pode ser inferida a partir de reservatório?",Que propriedade dos arenitos turbidíticos favorece sua função de reservatório?,Sua natureza arenosa se relaciona à porosidade e permeabilidade necessárias ao armazenamento e fluxo de hidrocarbonetos.,composicional_petrofisica,Turbidito | Wikipédia | Sistema petrolífero | Wikipédia,https://pt.wikipedia.org/wiki/Turbidito | https://pt.wikipedia.org/wiki/Sistema_petrol%C3%ADfero,"Para a maioria dos geólogos, um turbidito é uma camada com gradação grano-classificada consistindo num conjunto de estratos arenito/pelito que foram depositados por corrente de turbidez e é comumente coberta por pelitos hemipelágicos contendo assembléia de fósseis de águas profundas. Os depósitos se formam por fluxos hiperpicnais concentrados, constituindo sucessões de estratos sedimentares arenosos e pelágicos bastante espessos, num curto período de tempo geológico. A condição para o armazenamento do petróleo nas rochas reservatório é a porosidade de tais rochas, que variam de 5% a 35%, tendo em média de 15% a 30%. Geralmente são compostas por granulometria de areia a seixo como arenitos, calcarenitos ou conglomerados.",107,reservatório | hidrocarbonetos | petróleo | óleo | porosidade | permeabilidade | fósseis | turbidito | Para,reservatório -> hidrocarbonetos -> petróleo -> óleo -> porosidade -> composição litológica -> propriedade petrofísica,4,hard,True,multi_document,graphrag
78,Que unidade ou entidade estratigráfica conecta Bacia de Campos à interpretação apresentada nas evidências?,Qual entidade na Bacia de Campos deve ser conectada aos reservatórios do pré-sal informal?,As coquinas e os calcáreos microbiais devem ser conectados à Camada pré-sal informal.,entidade_estratigrafica,Bacia de Campos | Wikipédia | Pré-sal: mergulhe nessa jornada ultraprofunda | Petrobras,https://pt.wikipedia.org/wiki/Bacia_de_Campos | https://petrobras.com.br/pre-sal,"As principais rochas reservatório da bacia são arenitos turbidíticos, depositados desde o andar geológico Albiano até o Mioceno, seguidos de calcarenitos, depositados durante o andar Albiano, calcáreos de origem microbial, principalmente cianobactérias, depositadas durante o andar Aptiano e de coquinas, rochas formadas por restos de carapaças de crustáceos, e que foram depositadas durante o andar Barremiano. Tanto as coquinas quanto os calcáreos microbiais são informalmente denominados como Camada pré-sal. Tanto as conchas calcárias quanto as rochas calcárias compõem os principais reservatórios do pré-sal.",83,Bacia de Campos | pré-sal | reservatório | coquinas | Bacia | Campos | Camada | Albiano | Aptiano,Bacia de Campos -> pré-sal -> reservatório -> coquinas -> Bacia -> baixa permeabilidade -> selo geológico,4,hard,True,multi_document,graphrag
79,"Que interpretação temporal pode ser obtida ao relacionar reservatório, carbonáticas e coquinas?",Qual rocha reservatório de Campos combina origem carbonática e idade Aptiana?,Os calcáreos de origem microbial depositados no Aptiano combinam origem carbonática e idade Aptiana.,temporal_estratigrafica,Bacia de Campos | Wikipédia | Estratigrafia e modelos deposicionais carbonáticos do Pré-sal da Bacia de Santos | Universidade Petrobras,https://pt.wikipedia.org/wiki/Bacia_de_Campos | https://publicacoesup.petrobras.com.br/peld/catalog/book/12/chapter/16,"As principais rochas reservatório da bacia são arenitos turbidíticos, depositados desde o andar geológico Albiano até o Mioceno, seguidos de calcarenitos, depositados durante o andar Albiano, calcáreos de origem microbial, principalmente cianobactérias, depositadas durante o andar Aptiano e de coquinas, rochas formadas por restos de carapaças de crustáceos, e que foram depositadas durante o andar Barremiano. As rochas carbonáticas do Aptiano, andar local Alagoas, são depósitos autóctones bioquímicos representados por laminitos e arbustos fasciculares (estromatolitos) que se depositaram em condições alcalinas, sobre altos herdados do embasamento e em contexto de subsidência térmica flexural com menor influência de falhas.",98,reservatório | carbonáticas | coquinas | laminitos | altos herdados do embasamento | falhas | Campos | Aptiano | Albiano,reservatório -> carbonáticas -> coquinas -> laminitos -> altos herdados do embasamento -> posição estratigráfica -> idade relativa,4,hard,True,multi_document,graphrag
80,"Que ambiente deposicional é sugerido pela associação entre reservatório, petróleo e óleo?",Que evidência liga reservatórios turbidíticos a águas profundas?,"Turbiditos são depositados por correntes submarinas e podem conter fósseis de águas profundas, o que sustenta sua interpretação em ambientes profundos.",ambiente_deposicional,Turbidito | Wikipédia | Petrobras descobre petróleo em águas ultraprofundas da Bacia Potiguar | Agência Petrobras,https://pt.wikipedia.org/wiki/Turbidito | https://agencia.petrobras.com.br/w/negocio/petrobras-descobre-petroleo-em-aguas-ultra-profundas-da-bacia-potiguar,"Turbiditos são depósitos sedimentares originados por correntes de turbidez submarinas, sobretudo em bacias de antepaís (foreland), em ambiente tectônico de margem convergente (ativa). Para a maioria dos geólogos, um turbidito é uma camada com gradação grano-classificada consistindo num conjunto de estratos arenito/pelito que foram depositados por corrente de turbidez e é comumente coberta por pelitos hemipelágicos contendo assembléia de fósseis de águas profundas. A constatação de reservatórios turbidíticos de idade Albiana portador de petróleo é inédita na Bacia Potiguar e foi realizada através de perfis elétricos e amostras de óleo, que serão posteriormente caracterizados por meio de análises de laboratório.",100,reservatório | petróleo | óleo | fósseis | turbidito | Turbiditos | Para | Albiana | Bacia Potiguar,reservatório -> petróleo -> óleo -> fósseis -> turbidito -> processo deposicional -> evento geológico,4,hard,True,multi_document,graphrag
81,Que unidade ou entidade estratigráfica conecta reservatório à interpretação apresentada nas evidências?,Qual descoberta na Bacia Potiguar deve ser associada a reservatórios turbidíticos albiano?,A descoberta de Anhangá deve ser associada a reservatórios turbidíticos de idade Albiana.,entidade_estratigrafica,Petrobras descobre petróleo em águas ultraprofundas da Bacia Potiguar | Agência Petrobras | Turbidito | Wikipédia,https://agencia.petrobras.com.br/w/negocio/petrobras-descobre-petroleo-em-aguas-ultra-profundas-da-bacia-potiguar | https://pt.wikipedia.org/wiki/Turbidito,"A Petrobras descobriu uma acumulação de petróleo em águas ultraprofundas da Bacia Potiguar, no poço exploratório Anhangá, da Concessão POT-M-762_R15. A constatação de reservatórios turbidíticos de idade Albiana portador de petróleo é inédita na Bacia Potiguar e foi realizada através de perfis elétricos e amostras de óleo, que serão posteriormente caracterizados por meio de análises de laboratório. Turbiditos são depósitos sedimentares originados por correntes de turbidez submarinas, sobretudo em bacias de antepaís (foreland), em ambiente tectônico de margem convergente (ativa).",80,reservatório | petróleo | óleo | turbidito | acumulação | Bacia Potiguar | Anhangá | Petrobras | Bacia,reservatório -> petróleo -> óleo -> turbidito -> acumulação -> evidência textual -> relação geológica,4,hard,True,multi_document,graphrag
82,"Que interpretação temporal pode ser obtida ao relacionar petróleo, óleo e acumulação?",Que poço comprovou hidrocarboneto antes da descoberta de Anhangá na Bacia Potiguar?,O Poço Pitu Oeste comprovou a presença de hidrocarboneto antes da descoberta de Anhangá.,temporal_estratigrafica,Petrobras descobre petróleo em águas ultraprofundas da Bacia Potiguar | Agência Petrobras | Petrobras descobre petróleo em águas ultraprofundas da Bacia Potiguar | Agência Petrobras,https://agencia.petrobras.com.br/w/negocio/petrobras-descobre-petroleo-em-aguas-ultra-profundas-da-bacia-potiguar,"Esta é a segunda descoberta na Bacia Potiguar em 2024 e foi precedida pela comprovação da presença de hidrocarboneto no Poço Pitu Oeste, localizado na Concessão BM-POT-17, a cerca de 24 km de Anhangá. A Petrobras descobriu uma acumulação de petróleo em águas ultraprofundas da Bacia Potiguar, no poço exploratório Anhangá, da Concessão POT-M-762_R15.",54,petróleo | óleo | acumulação | Anhangá | Bacia | Poço Pitu Oeste | Bacia Potiguar | Poço Pitu | Concessão,petróleo -> óleo -> acumulação -> Anhangá -> Bacia -> posição estratigráfica -> idade relativa,4,hard,True,multi_document,graphrag
83,Que interpretação espacial pode ser obtida ao conectar reservatório com petróleo?,Qual concessão está ligada ao poço exploratório Anhangá?,O poço Anhangá está ligado à Concessão POT-M-762_R15.,espacial_administrativa,Petrobras descobre petróleo em águas ultraprofundas da Bacia Potiguar | Agência Petrobras | Petrobras descobre petróleo em águas ultraprofundas da Bacia Potiguar | Agência Petrobras,https://agencia.petrobras.com.br/w/negocio/petrobras-descobre-petroleo-em-aguas-ultra-profundas-da-bacia-potiguar,"A Petrobras descobriu uma acumulação de petróleo em águas ultraprofundas da Bacia Potiguar, no poço exploratório Anhangá, da Concessão POT-M-762_R15. O poço 1-BRSA-1390-RNS (Anhangá) está situado próximo à fronteira entre os estados do Ceará e do Rio Grande do Norte, a cerca de 190 km de Fortaleza e 250 km de Natal, em profundidade d’água de 2.196 metros, na Margem Equatorial brasileira. A Petrobras dará continuidade às atividades exploratórias na Concessão POT-M-762_R15, visando avaliar a qualidade dos reservatórios, as características do óleo e a viabilidade técnico-comercial da acumulação.",88,reservatório | petróleo | óleo | acumulação | Anhangá | Concessão | Petrobras | Bacia | BRSA-1390-RNS,reservatório -> petróleo -> óleo -> acumulação -> Anhangá -> posição espacial -> relação entre unidades,3,medium,True,single_passage,graphrag
84,Como as evidências disponíveis permitem reinterpretar a pergunta: Qual interpretação deve ser feita quando perfis elétricos e amostras de óleo confirmam reservatórios turbidíticos portadores de petróleo?,Qual interpretação deve ser feita quando perfis elétricos e amostras de óleo confirmam reservatórios turbidíticos portadores de petróleo?,"A acumulação envolve reservatórios turbidíticos com hidrocarboneto, cuja qualidade e óleo ainda precisam de caracterização complementar.",interpretativa,Petrobras descobre petróleo em águas ultraprofundas da Bacia Potiguar | Agência Petrobras | Geologia do petróleo | Wikipédia,https://agencia.petrobras.com.br/w/negocio/petrobras-descobre-petroleo-em-aguas-ultra-profundas-da-bacia-potiguar | https://pt.wikipedia.org/wiki/Geologia_do_petr%C3%B3leo,"A constatação de reservatórios turbidíticos de idade Albiana portador de petróleo é inédita na Bacia Potiguar e foi realizada através de perfis elétricos e amostras de óleo, que serão posteriormente caracterizados por meio de análises de laboratório. A Petrobras dará continuidade às atividades exploratórias na Concessão POT-M-762_R15, visando avaliar a qualidade dos reservatórios, as características do óleo e a viabilidade técnico-comercial da acumulação. A análise de reservatórios no mais simples nível requer uma avaliação da sua porosidade (para calcular o volume de hidrocarbonetos in situ) e sua permeabilidade (para calcular quão facilmente os hidrocarbonetos irão fluir fora dele).",98,reservatório | hidrocarbonetos | petróleo | óleo | porosidade | permeabilidade | acumulação | Albiana | Bacia Potiguar,reservatório -> hidrocarbonetos -> petróleo -> óleo -> porosidade -> evidência textual -> relação geológica,4,hard,True,multi_document,graphrag
85,Que interpretação espacial pode ser obtida ao conectar Anhangá com Margem Equatorial?,Qual entidade conecta Anhangá à Margem Equatorial brasileira?,"O poço 1-BRSA-1390-RNS, chamado Anhangá, conecta a descoberta à Margem Equatorial brasileira.",espacial,Petrobras descobre petróleo em águas ultraprofundas da Bacia Potiguar | Agência Petrobras | Plataforma continental do Brasil | Wikipédia,https://agencia.petrobras.com.br/w/negocio/petrobras-descobre-petroleo-em-aguas-ultra-profundas-da-bacia-potiguar | https://pt.wikipedia.org/wiki/Plataforma_continental_do_Brasil,"O poço 1-BRSA-1390-RNS (Anhangá) está situado próximo à fronteira entre os estados do Ceará e do Rio Grande do Norte, a cerca de 190 km de Fortaleza e 250 km de Natal, em profundidade d’água de 2.196 metros, na Margem Equatorial brasileira. A maior parte da margem continental brasileira é uma clássica margem divergente formada pela ruptura do supercontinente Gondwana e o distanciamento das placas Sul-Americana e Africana.",68,Anhangá | Margem Equatorial | BRSA-1390-RNS | Ceará | Rio Grande | Fortaleza | Gondwana | Sul-Americana,Anhangá -> Margem Equatorial -> BRSA-1390-RNS -> Ceará -> Rio Grande -> posição espacial -> relação entre unidades,4,hard,False,multi_document,graphrag
86,Que interpretação espacial pode ser obtida ao conectar pré-sal com camada de sal?,Por que a localização de Anhangá exige interpretação em águas ultraprofundas?,"Porque o poço está em profundidade d’água de 2.196 metros, em contexto de águas ultraprofundas da Bacia Potiguar.",espacial,Petrobras descobre petróleo em águas ultraprofundas da Bacia Potiguar | Agência Petrobras | Quem Somos | Comunica Bacia de Santos | Petrobras,https://agencia.petrobras.com.br/w/negocio/petrobras-descobre-petroleo-em-aguas-ultra-profundas-da-bacia-potiguar | https://comunicabaciadesantos.petrobras.com.br/quem-somos,"A Petrobras descobriu uma acumulação de petróleo em águas ultraprofundas da Bacia Potiguar, no poço exploratório Anhangá, da Concessão POT-M-762_R15. O poço 1-BRSA-1390-RNS (Anhangá) está situado próximo à fronteira entre os estados do Ceará e do Rio Grande do Norte, a cerca de 190 km de Fortaleza e 250 km de Natal, em profundidade d’água de 2.196 metros, na Margem Equatorial brasileira. Em uma região de águas ultraprofundas, ocorre o desenvolvimento de reservatórios carbonáticos abaixo de uma camada de sal com até dois quilômetros de espessura, conhecida como pré-sal, caracterizando uma das maiores províncias de petróleo do mundo, apresentando acumulações de óleo pesado, óleo leve e gás não associado.",109,pré-sal | camada de sal | reservatório | reservatórios carbonáticos | petróleo | óleo | gás | acumulação | Anhangá,pré-sal -> camada de sal -> reservatório -> reservatórios carbonáticos -> petróleo -> posição espacial -> relação entre unidades,4,hard,True,multi_document,graphrag
87,Como as evidências disponíveis permitem reinterpretar a pergunta: Que dado indica que os turbiditos de Anhangá ainda precisam de caracterização petrofísica e de fluido?,Que dado indica que os turbiditos de Anhangá ainda precisam de caracterização petrofísica e de fluido?,A notícia informa que os reservatórios e o óleo serão caracterizados por análises de laboratório e avaliação da qualidade dos reservatórios.,interpretativa,Petrobras descobre petróleo em águas ultraprofundas da Bacia Potiguar | Agência Petrobras | Campo de Búzios: a jornada desde a caracterização dos reservatórios ao início do desenvolvimento da produção | Universidade Petrobras,https://agencia.petrobras.com.br/w/negocio/petrobras-descobre-petroleo-em-aguas-ultra-profundas-da-bacia-potiguar | https://publicacoesup.petrobras.com.br/peld/catalog/book/12/chapter/23,"A constatação de reservatórios turbidíticos de idade Albiana portador de petróleo é inédita na Bacia Potiguar e foi realizada através de perfis elétricos e amostras de óleo, que serão posteriormente caracterizados por meio de análises de laboratório. A Petrobras dará continuidade às atividades exploratórias na Concessão POT-M-762_R15, visando avaliar a qualidade dos reservatórios, as características do óleo e a viabilidade técnico-comercial da acumulação. Os desafios de caracterização desses reservatórios envolvem a integração dos estudos de sísmica, dados de poços, petrografia, interpretações de processos deposicionais e diagenéticos, assim como os resultados de testes de produtividade e injetividades das rochas.",98,reservatório | petróleo | óleo | fluido | turbidito | acumulação | Anhangá | Albiana | Bacia Potiguar,reservatório -> petróleo -> óleo -> fluido -> turbidito -> evidência textual -> relação geológica,4,hard,True,multi_document,graphrag
88,Que papel geológico deve ser atribuído a Bacia de Campos quando as evidências são relacionadas?,Qual componente da Bacia de Campos conecta rochas geradoras e reservatórios em um sistema petrolífero?,"Os folhelhos orgânicos funcionam como geradores e os arenitos turbidíticos, calcarenitos, calcáreos microbiais e coquinas funcionam como reservatórios.",entidade_funcao,Bacia de Campos | Wikipédia | Sistema petrolífero | Wikipédia,https://pt.wikipedia.org/wiki/Bacia_de_Campos | https://pt.wikipedia.org/wiki/Sistema_petrol%C3%ADfero,"As rochas geradoras de hidrocarbonetos da Bacia de Campos correspondem a folhelhos orgânicos. As principais rochas reservatório da bacia são arenitos turbidíticos, depositados desde o andar geológico Albiano até o Mioceno, seguidos de calcarenitos, depositados durante o andar Albiano, calcáreos de origem microbial, principalmente cianobactérias, depositadas durante o andar Aptiano e de coquinas, rochas formadas por restos de carapaças de crustáceos, e que foram depositadas durante o andar Barremiano. Para que estas acumulações ocorram, necessita-se de rochas geradoras maduras, rocha reservatório, rocha selante e a sobrecarga. Além da presença destas rochas, dois processos geológicos são fundamentais: a formação de trapas e a geração, migração e acumulação de hidrocarbonetos.",108,Bacia de Campos | rocha selante | trapa | reservatório | rochas geradoras | hidrocarbonetos | coquinas | migração | acumulação,Bacia de Campos -> rocha selante -> trapa -> reservatório -> rochas geradoras -> evidência textual -> relação geológica,4,hard,True,multi_document,graphrag
89,Como as evidências conectam Bacia de Campos à retenção ou migração de hidrocarbonetos?,Qual rocha capeadora comum poderia reter hidrocarbonetos gerados por folhelhos orgânicos?,"Folhelhos ou camadas de sal poderiam atuar como rochas capeadoras comuns, retendo hidrocarbonetos migrados de rochas geradoras.",selo_e_retencao,Petróleo | SGB | Bacia de Campos | Wikipédia,https://www.sgb.gov.br/petroleo | https://pt.wikipedia.org/wiki/Bacia_de_Campos,Folhelhos e camadas de sal são rochas capeadoras comuns. As rochas geradoras de hidrocarbonetos da Bacia de Campos correspondem a folhelhos orgânicos.,22,Bacia de Campos | rochas geradoras | hidrocarbonetos | Folhelhos | Bacia | Campos,Bacia de Campos -> rochas geradoras -> hidrocarbonetos -> Folhelhos -> Bacia -> baixa permeabilidade -> selo geológico,4,hard,True,multi_document,graphrag
90,Que interpretação estrutural surge ao relacionar selo com trapa?,Por que uma falha pode ser relevante para acumulações petrolíferas?,"Falhas podem participar de armadilhas estruturais que acumulam petróleo, impedindo sua fuga quando associadas a reservatório e selo.",estrutural,Sistema petrolífero | Wikipédia | Petróleo | SGB,https://pt.wikipedia.org/wiki/Sistema_petrol%C3%ADfero | https://www.sgb.gov.br/petroleo,"Uma armadilha estrutural consiste de configurações geométricas de estruturas de rochas que acumulam o petróleo, não permitindo sua fuga. Podem ser domos salinos, flancos de homoclinais ou ainda, diversos tipos de superposição de dobras e falhas. Mas, o óleo pode ser contido também, em sua ascensão, por uma deformação da rocha, caso em que se diz haver uma trapa estrutural.",60,selo | trapa | reservatório | petróleo | óleo | falhas | Podem,selo -> trapa -> reservatório -> petróleo -> óleo -> estrutura geológica -> controle estrutural,4,hard,True,multi_document,graphrag
91,"Que interpretação temporal pode ser obtida ao relacionar reservatório, coquinas e deposição?",Que elementos de Campos indicam uma sucessão de reservatórios com idades diferentes?,"Arenitos turbidíticos do Albiano ao Mioceno, calcarenitos albiano, calcáreos microbiais aptianos e coquinas barremianas indicam reservatórios de idades distintas.",temporal_estratigrafica,Bacia de Campos | Wikipédia | Como Sabemos a Idade das Rochas? | SGB,https://pt.wikipedia.org/wiki/Bacia_de_Campos | https://www.sgb.gov.br/como-sabemos-a-idade-das-rochas,"As principais rochas reservatório da bacia são arenitos turbidíticos, depositados desde o andar geológico Albiano até o Mioceno, seguidos de calcarenitos, depositados durante o andar Albiano, calcáreos de origem microbial, principalmente cianobactérias, depositadas durante o andar Aptiano e de coquinas, rochas formadas por restos de carapaças de crustáceos, e que foram depositadas durante o andar Barremiano. As rochas sedimentares formam-se pela deposição de sedimentos (cascalho, areia, argila etc.) ao longo do tempo, trazidos por agentes transportadores, como as águas de um rio, o vento e as geleiras. Esse material vai sendo empilhado e, naturalmente, quanto mais embaixo ele estiver na pilha mais antigo ele é.",105,reservatório | coquinas | deposição | Campos | Arenitos | Albiano | Aptiano | Esse,reservatório -> coquinas -> deposição -> Campos -> Arenitos -> posição estratigráfica -> idade relativa,4,hard,True,multi_document,graphrag
92,"Que interpretação temporal pode ser obtida ao relacionar Bacia de Campos, reservatório e coquinas?",Qual reservatório da Bacia de Campos combina litologia siliciclástica e ampla faixa temporal?,Os arenitos turbidíticos combinam litologia siliciclástica e deposição do Albiano ao Mioceno.,temporal_estratigrafica,Bacia de Campos | Wikipédia | Rochas | SGB,https://pt.wikipedia.org/wiki/Bacia_de_Campos | https://www.sgb.gov.br/rochas,"As principais rochas reservatório da bacia são arenitos turbidíticos, depositados desde o andar geológico Albiano até o Mioceno, seguidos de calcarenitos, depositados durante o andar Albiano, calcáreos de origem microbial, principalmente cianobactérias, depositadas durante o andar Aptiano e de coquinas, rochas formadas por restos de carapaças de crustáceos, e que foram depositadas durante o andar Barremiano. Rochas sedimentares detríticas (também chamadas de clásticas) são aquelas formadas pela deposição de fragmentos de outras rochas (ígneas, metamórficas ou mesmo sedimentares). Cascalhos formam conglomerados e brechas, areias formam arenitos, siltes formam siltitos e argilas formam argilitos.",93,Bacia de Campos | reservatório | coquinas | deposição | Bacia | Campos | Albiano | Aptiano | Rochas,Bacia de Campos -> reservatório -> coquinas -> deposição -> Bacia -> posição estratigráfica -> idade relativa,4,hard,True,multi_document,graphrag
