id,question,original_question,context,expected_answer,tipo_inferencia,entities,relations,reasoning_path,num_hops,answer_type,difficulty,requires_ontology,retrieval_scope,source
114,"Que relação entre composição, propriedade e função geológica pode ser inferida a partir de reservatório?",Qual propriedade permite estimar quão facilmente hidrocarbonetos fluem para fora do reservatório?,"A análise de reservatórios no mais simples nível requer uma avaliação da sua porosidade (para calcular o volume de hidrocarbonetos in situ) e sua permeabilidade (para calcular quão facilmente os hidrocarbonetos irão fluir fora dele). A condição para o armazenamento do petróleo nas rochas reservatório é a porosidade de tais rochas, que variam de 5% a 35%, tendo em média de 15% a 30%.",A permeabilidade permite estimar a facilidade de fluxo dos hidrocarbonetos para fora do reservatório.,composicional_petrofisica,reservatório | hidrocarbonetos | petróleo | óleo | porosidade | permeabilidade,"[{""head"": ""reservatório"", ""relation"": ""is_composed_of_or_related_to"", ""tail"": ""hidrocarbonetos""}, {""head"": ""hidrocarbonetos"", ""relation"": ""has_property"", ""tail"": ""petróleo""}, {""head"": ""petróleo"", ""relation"": ""supports_function"", ""tail"": ""óleo""}, {""head"": ""óleo"", ""relation"": ""supports_function"", ""tail"": ""porosidade""}, {""head"": ""porosidade"", ""relation"": ""supports_function"", ""tail"": ""composição litológica""}, {""head"": ""composição litológica"", ""relation"": ""supports_function"", ""tail"": ""propriedade petrofísica""}]",reservatório -> hidrocarbonetos -> petróleo -> óleo -> porosidade -> composição litológica -> propriedade petrofísica,4,composition_property,hard,True,multi_document,https://pt.wikipedia.org/wiki/Geologia_do_petr%C3%B3leo | https://pt.wikipedia.org/wiki/Sistema_petrol%C3%ADfero
115,"Que relação entre composição, propriedade e função geológica pode ser inferida a partir de reservatório?",Qual propriedade permite estimar o volume de hidrocarbonetos no reservatório?,"A análise de reservatórios no mais simples nível requer uma avaliação da sua porosidade (para calcular o volume de hidrocarbonetos in situ) e sua permeabilidade (para calcular quão facilmente os hidrocarbonetos irão fluir fora dele). Possuem porosidade e permeabilidade, uma marcante estratificação e baixa resistência mecânica.",A porosidade permite estimar o volume de hidrocarbonetos in situ em uma rocha reservatório.,composicional_petrofisica,reservatório | hidrocarbonetos | porosidade | permeabilidade | Possuem,"[{""head"": ""reservatório"", ""relation"": ""is_composed_of_or_related_to"", ""tail"": ""hidrocarbonetos""}, {""head"": ""hidrocarbonetos"", ""relation"": ""has_property"", ""tail"": ""porosidade""}, {""head"": ""porosidade"", ""relation"": ""supports_function"", ""tail"": ""permeabilidade""}, {""head"": ""permeabilidade"", ""relation"": ""supports_function"", ""tail"": ""Possuem""}, {""head"": ""Possuem"", ""relation"": ""supports_function"", ""tail"": ""composição litológica""}, {""head"": ""composição litológica"", ""relation"": ""supports_function"", ""tail"": ""propriedade petrofísica""}]",reservatório -> hidrocarbonetos -> porosidade -> permeabilidade -> Possuem -> composição litológica -> propriedade petrofísica,4,composition_property,hard,True,multi_document,https://pt.wikipedia.org/wiki/Geologia_do_petr%C3%B3leo | https://www.sgb.gov.br/rochas
116,"Que ambiente deposicional é sugerido pela associação entre rocha geradora, petróleo e óleo?","Que interpretação deve ser feita quando o contexto cita lagos, deltas e bacias oceânicas como ambientes de deposição?","O ambiente de deposição consiste principalmente de lagos, deltas e bacias oceânicas. O tipo de petróleo gerado depende do tipo de matéria orgânica: vegetais terrestres carreados tendem a gerar gás, enquanto que os plânctons tendem a gerar óleo. Ele forma-se em uma rocha, chamada rocha geradora a partir de restos orgânicos, sobretudo micro-organismos animais. Durante milhões de anos esses detritos orgânicos sofrem transformações, que levam a um aumento da temperatura e da pressão interna, o que acaba rompendo a rocha.","Esses ambientes podem preservar matéria orgânica associada à geração de petróleo, dependendo do tipo de matéria orgânica e das condições de soterramento.",ambiente_deposicional,rocha geradora | petróleo | óleo | gás | matéria orgânica | lagos | pressão | deposição | Durante,"[{""head"": ""rocha geradora"", ""relation"": ""is_associated_with"", ""tail"": ""petróleo""}, {""head"": ""petróleo"", ""relation"": ""indicates_environment"", ""tail"": ""óleo""}, {""head"": ""óleo"", ""relation"": ""supports_interpretation"", ""tail"": ""gás""}, {""head"": ""gás"", ""relation"": ""supports_interpretation"", ""tail"": ""matéria orgânica""}, {""head"": ""matéria orgânica"", ""relation"": ""supports_interpretation"", ""tail"": ""processo deposicional""}, {""head"": ""processo deposicional"", ""relation"": ""supports_interpretation"", ""tail"": ""evento geológico""}]",rocha geradora -> petróleo -> óleo -> gás -> matéria orgânica -> processo deposicional -> evento geológico,4,interpretive_answer,hard,True,multi_document,https://pt.wikipedia.org/wiki/Sistema_petrol%C3%ADfero | https://www.sgb.gov.br/petroleo-do-pre-sal
117,Que papel geológico deve ser atribuído a selo quando as evidências são relacionadas?,"Qual entidade conceitual reúne rocha geradora, reservatório, selo e sobrecarga?","Sistema petrolífero é um modelo que engloba todos os elementos e processos geológicos necessários à existência de acumulações de óleo e gás. Para que estas acumulações ocorram, necessita-se de rochas geradoras maduras, rocha reservatório, rocha selante e a sobrecarga. A geologia do petróleo trata principalmente da avaliação de sete elementos chave em bacias sedimentares:",O sistema petrolífero reúne esses elementos e os processos necessários à acumulação de óleo e gás.,ontologica_entidade_funcao,selo | rocha selante | reservatório | rocha geradora | rochas geradoras | petróleo | óleo | gás | acumulação,"[{""head"": ""selo"", ""relation"": ""is_type_of"", ""tail"": ""rocha selante""}, {""head"": ""rocha selante"", ""relation"": ""has_function"", ""tail"": ""reservatório""}, {""head"": ""reservatório"", ""relation"": ""supports_role"", ""tail"": ""rocha geradora""}, {""head"": ""rocha geradora"", ""relation"": ""supports_role"", ""tail"": ""rochas geradoras""}, {""head"": ""rochas geradoras"", ""relation"": ""supports_role"", ""tail"": ""evidência textual""}, {""head"": ""evidência textual"", ""relation"": ""supports_role"", ""tail"": ""relação geológica""}]",selo -> rocha selante -> reservatório -> rocha geradora -> rochas geradoras -> evidência textual -> relação geológica,4,interpretive_answer,hard,True,multi_document,https://pt.wikipedia.org/wiki/Sistema_petrol%C3%ADfero | https://pt.wikipedia.org/wiki/Geologia_do_petr%C3%B3leo
118,Como as evidências conectam trapa à retenção ou migração de hidrocarbonetos?,"Que processo é inferido quando hidrocarbonetos se deslocam por fraturas, falhas ou rochas carreadoras?","Os caminhos de migração constituem-se das fraturas, falhas, rochas carreadoras (rochas com porosidade e permeabilidade suficientes para permitir o transporte). O petróleo gerado percorre estes caminhos até encontrar uma trapa. Finalmente, estudos de migração revelam informação sobre como hidrocarbonetos movem-se da fonte ao reservatório e ajudam a quantificar a fonte (ou ""a cozinha"") dos hidrocarbonetos em uma área em particular.",O processo inferido é a migração dos hidrocarbonetos em direção a um reservatório ou trapa.,processual_migracao,trapa | reservatório | hidrocarbonetos | petróleo | óleo | falhas | porosidade | permeabilidade | migração,"[{""head"": ""trapa"", ""relation"": ""is_related_to"", ""tail"": ""reservatório""}, {""head"": ""reservatório"", ""relation"": ""controls"", ""tail"": ""hidrocarbonetos""}, {""head"": ""hidrocarbonetos"", ""relation"": ""affects"", ""tail"": ""petróleo""}, {""head"": ""petróleo"", ""relation"": ""affects"", ""tail"": ""óleo""}, {""head"": ""óleo"", ""relation"": ""affects"", ""tail"": ""processo deposicional""}, {""head"": ""processo deposicional"", ""relation"": ""affects"", ""tail"": ""evento geológico""}]",trapa -> reservatório -> hidrocarbonetos -> petróleo -> óleo -> processo deposicional -> evento geológico,4,process_relation,hard,True,multi_document,https://pt.wikipedia.org/wiki/Sistema_petrol%C3%ADfero | https://pt.wikipedia.org/wiki/Geologia_do_petr%C3%B3leo
119,Como as evidências disponíveis permitem reinterpretar a pergunta: Que papel os estudos de bacias desempenham antes da perfuração exploratória?,Que papel os estudos de bacias desempenham antes da perfuração exploratória?,"Isso tudo define se existem, na área estudada, estruturas geológicas favoráveis à concentração de petróleo. A geologia do petróleo trata principalmente da avaliação de sete elementos chave em bacias sedimentares:",Eles avaliam estruturas e condições geológicas favoráveis à concentração de petróleo antes da confirmação por poços exploratórios.,interpretativa,petróleo | óleo | Eles | Isso,"[{""head"": ""petróleo"", ""relation"": ""is_related_to"", ""tail"": ""óleo""}, {""head"": ""óleo"", ""relation"": ""supports"", ""tail"": ""Eles""}, {""head"": ""Eles"", ""relation"": ""indicates"", ""tail"": ""Isso""}, {""head"": ""Isso"", ""relation"": ""indicates"", ""tail"": ""evidência textual""}, {""head"": ""evidência textual"", ""relation"": ""indicates"", ""tail"": ""relação geológica""}, {""head"": ""relação geológica"", ""relation"": ""indicates"", ""tail"": ""interpretação inferencial""}]",petróleo -> óleo -> Eles -> Isso -> evidência textual -> relação geológica -> interpretação inferencial,3,interpretive_answer,medium,False,multi_passage,https://www.sgb.gov.br/petroleo | https://pt.wikipedia.org/wiki/Geologia_do_petr%C3%B3leo
120,Como as evidências disponíveis permitem reinterpretar a pergunta: Qual interpretação liga estratigrafia e sedimentologia à análise de reservatórios?,Qual interpretação liga estratigrafia e sedimentologia à análise de reservatórios?,"A existência de uma rocha reservatório (tipicamente, arenitos e calcários fraturados) é determinada através de uma combinação de estudos regionais (i.e. análises de outros poços na área), estratigrafia e sedimentologia (para quantificar o padrão e a extensão da sedimentação) e interpretação sísmica. Tem como foco principal os estudos relacionados à evolução das bacias sedimentares, cuja compreensão requer estudos multidisciplinares de sedimentologia, estratigrafia, paleontologia, geofísica, geologia estrutural e geocronologia.","Essas disciplinas ajudam a determinar o padrão e a extensão da sedimentação, essenciais para delimitar rochas reservatório.",interpretativa,reservatório | estratigrafia | Essas,"[{""head"": ""reservatório"", ""relation"": ""is_related_to"", ""tail"": ""estratigrafia""}, {""head"": ""estratigrafia"", ""relation"": ""supports"", ""tail"": ""Essas""}, {""head"": ""Essas"", ""relation"": ""indicates"", ""tail"": ""evidência textual""}, {""head"": ""evidência textual"", ""relation"": ""indicates"", ""tail"": ""relação geológica""}, {""head"": ""relação geológica"", ""relation"": ""indicates"", ""tail"": ""interpretação inferencial""}]",reservatório -> estratigrafia -> Essas -> evidência textual -> relação geológica -> interpretação inferencial,3,interpretive_answer,medium,True,multi_passage,https://pt.wikipedia.org/wiki/Geologia_do_petr%C3%B3leo | https://www.sgb.gov.br/geologia
121,"Que interpretação temporal pode ser obtida ao relacionar idade relativa, deposição e Esse?",Que princípio permite inferir idade relativa em uma pilha de rochas sedimentares?,"As rochas sedimentares formam-se pela deposição de sedimentos (cascalho, areia, argila etc.) ao longo do tempo, trazidos por agentes transportadores, como as águas de um rio, o vento e as geleiras. Esse material vai sendo empilhado e, naturalmente, quanto mais embaixo ele estiver na pilha mais antigo ele é. O prefixo pré-, portanto, refere-se ao tempo, não ao espaço.","Em uma pilha sedimentar não perturbada, os materiais mais inferiores tendem a ser mais antigos que os superiores.",temporal_estratigrafica,idade relativa | deposição | Esse,"[{""head"": ""idade relativa"", ""relation"": ""precedes_or_underlies"", ""tail"": ""deposição""}, {""head"": ""deposição"", ""relation"": ""indicates"", ""tail"": ""Esse""}, {""head"": ""Esse"", ""relation"": ""supports"", ""tail"": ""posição estratigráfica""}, {""head"": ""posição estratigráfica"", ""relation"": ""supports"", ""tail"": ""interpretação temporal""}]",idade relativa -> deposição -> Esse -> posição estratigráfica -> interpretação temporal,4,temporal_relation,hard,False,multi_document,https://www.sgb.gov.br/como-sabemos-a-idade-das-rochas | https://www.sgb.gov.br/petroleo-do-pre-sal
122,Que processo ou evento deposicional é registrado pela relação entre deposição e Esse?,Que processo transforma sedimentos transportados em camadas sedimentares ao longo do tempo?,"As rochas sedimentares formam-se pela deposição de sedimentos (cascalho, areia, argila etc.) ao longo do tempo, trazidos por agentes transportadores, como as águas de um rio, o vento e as geleiras. Esse material vai sendo empilhado e, naturalmente, quanto mais embaixo ele estiver na pilha mais antigo ele é. Rochas sedimentares detríticas (também chamadas de clásticas) são aquelas formadas pela deposição de fragmentos de outras rochas (ígneas, metamórficas ou mesmo sedimentares).","A deposição e o empilhamento de sedimentos transportados por água, vento ou geleiras formam camadas sedimentares ao longo do tempo.",processual_deposicional,deposição | Esse | Rochas,"[{""head"": ""deposição"", ""relation"": ""is_generated_by"", ""tail"": ""Esse""}, {""head"": ""Esse"", ""relation"": ""records"", ""tail"": ""Rochas""}, {""head"": ""Rochas"", ""relation"": ""indicates"", ""tail"": ""processo deposicional""}, {""head"": ""processo deposicional"", ""relation"": ""indicates"", ""tail"": ""evento geológico""}, {""head"": ""evento geológico"", ""relation"": ""indicates"", ""tail"": ""interpretação processual""}]",deposição -> Esse -> Rochas -> processo deposicional -> evento geológico -> interpretação processual,3,process_relation,medium,False,multi_passage,https://www.sgb.gov.br/como-sabemos-a-idade-das-rochas | https://www.sgb.gov.br/rochas
123,"Que ambiente deposicional é sugerido pela associação entre turbidito, deposição e Turbiditos?",Qual ambiente é descrito como destino final de grande parte dos sedimentos detríticos?,"O mais extenso e mais duradouro dos ambientes de deposição é o marinho. Turbiditos são depósitos sedimentares originados por correntes de turbidez submarinas, sobretudo em bacias de antepaís (foreland), em ambiente tectônico de margem convergente (ativa).",O ambiente marinho é descrito como destino final dos sedimentos e concentra grande parte dos sedimentos detríticos.,ambiente_deposicional,turbidito | deposição | Turbiditos,"[{""head"": ""turbidito"", ""relation"": ""is_associated_with"", ""tail"": ""deposição""}, {""head"": ""deposição"", ""relation"": ""indicates_environment"", ""tail"": ""Turbiditos""}, {""head"": ""Turbiditos"", ""relation"": ""supports_interpretation"", ""tail"": ""processo deposicional""}, {""head"": ""processo deposicional"", ""relation"": ""supports_interpretation"", ""tail"": ""evento geológico""}, {""head"": ""evento geológico"", ""relation"": ""supports_interpretation"", ""tail"": ""interpretação processual""}]",turbidito -> deposição -> Turbiditos -> processo deposicional -> evento geológico -> interpretação processual,3,interpretive_answer,medium,False,multi_passage,https://www.sgb.gov.br/rochas | https://pt.wikipedia.org/wiki/Turbidito
124,"Que interpretação temporal pode ser obtida ao relacionar estratigrafia, fósseis e idade relativa?","Que interpretação conecta fósseis, estratigrafia e idade relativa em bacias sedimentares?","evolução das bacias sedimentares sedimentologia, estratigrafia, paleontologia o significado dos fósseis quanto mais embaixo ele estiver na pilha mais antigo ele é.","Fósseis entram como evidência paleontológica, a estratigrafia relaciona as camadas, e camadas mais baixas tendem a ser mais antigas.",temporal_estratigrafica,estratigrafia | fósseis | idade relativa,"[{""head"": ""estratigrafia"", ""relation"": ""precedes_or_underlies"", ""tail"": ""fósseis""}, {""head"": ""fósseis"", ""relation"": ""indicates"", ""tail"": ""idade relativa""}, {""head"": ""idade relativa"", ""relation"": ""supports"", ""tail"": ""posição estratigráfica""}, {""head"": ""posição estratigráfica"", ""relation"": ""supports"", ""tail"": ""interpretação temporal""}]",estratigrafia -> fósseis -> idade relativa -> posição estratigráfica -> interpretação temporal,4,temporal_relation,hard,False,multi_document,https://www.sgb.gov.br/geologia | https://geologia.ufes.br/isto-%C3%A9-geologia | https://www.sgb.gov.br/como-sabemos-a-idade-das-rochas
125,"Que relação entre composição, propriedade e função geológica pode ser inferida a partir de camada de sal?","Qual entidade deve ser relacionada a depósitos de cloretos, sulfatos, boratos e carbonatos?","Na visão tradicional, evaporito ou depósito salino é uma rocha sedimentar formada pela cristalização e precipitação química dos sais dissolvidos em um meio aquoso, devido a um processo de evaporação. Seu precipitado gera depósitos de cloretos, sulfatos, boratos e carbonatos. Evaporitos são considerados rochas sedimentares químicas. Essa espessa camada de sal, formada principalmente de halita (cloreto de sódio, ou seja, o sal que usamos na comida) e anidrita (sulfato de cálcio) é uma barreira que se formou diretamente sobre a rocha geradora, impedindo que, neste caso, o petróleo migrasse.",Evaporitos devem ser relacionados a esses depósitos químicos originados pela evaporação de sais dissolvidos.,composicional_petrofisica,camada de sal | evaporitos | halita | anidrita | barreira | rocha geradora | petróleo | óleo | carbonatos,"[{""head"": ""camada de sal"", ""relation"": ""is_composed_of_or_related_to"", ""tail"": ""evaporitos""}, {""head"": ""evaporitos"", ""relation"": ""has_property"", ""tail"": ""halita""}, {""head"": ""halita"", ""relation"": ""supports_function"", ""tail"": ""anidrita""}, {""head"": ""anidrita"", ""relation"": ""supports_function"", ""tail"": ""barreira""}, {""head"": ""barreira"", ""relation"": ""supports_function"", ""tail"": ""composição litológica""}, {""head"": ""composição litológica"", ""relation"": ""supports_function"", ""tail"": ""propriedade petrofísica""}]",camada de sal -> evaporitos -> halita -> anidrita -> barreira -> composição litológica -> propriedade petrofísica,4,composition_property,hard,True,multi_document,https://pt.wikipedia.org/wiki/Evaporito | https://www.sgb.gov.br/petroleo-do-pre-sal
126,Que interpretação espacial pode ser obtida ao conectar pré-sal com camada de sal?,Que bacias aparecem associadas à extensão costeira do grande campo petrolífero do pré-sal brasileiro?,"Em 2007 a Petrobrás anunciou a descoberta de petróleo na camada denominada pré-sal, que posteriormente verificou-se ser um grande campo petrolífero, estendendo-se ao longo de 800 km na costa brasileira, do estado do Espírito Santo ao de Santa Catarina, abaixo de espessa camada de sal (rocha salina) e englobando as bacias sedimentares do Espírito Santo, de Campos e de Santos. O pré-sal é uma formação rochosa localizada no subsolo da costa brasileira, que se estende entre os estados de Santa Catarina e Espírito Santo, atingindo uma área de cerca de 800 quilômetros de extensão por 200 quilômetros de largura.","As bacias do Espírito Santo, de Campos e de Santos aparecem associadas à extensão costeira do pré-sal brasileiro.",espacial,pré-sal | camada de sal | petróleo | óleo | Espírito | Campos | Santos | Petrobrás | Espírito Santo,"[{""head"": ""pré-sal"", ""relation"": ""is_related_to"", ""tail"": ""camada de sal""}, {""head"": ""camada de sal"", ""relation"": ""supports"", ""tail"": ""petróleo""}, {""head"": ""petróleo"", ""relation"": ""indicates"", ""tail"": ""óleo""}, {""head"": ""óleo"", ""relation"": ""indicates"", ""tail"": ""Espírito""}, {""head"": ""Espírito"", ""relation"": ""indicates"", ""tail"": ""baixa permeabilidade""}, {""head"": ""baixa permeabilidade"", ""relation"": ""indicates"", ""tail"": ""selo geológico""}]",pré-sal -> camada de sal -> petróleo -> óleo -> Espírito -> baixa permeabilidade -> selo geológico,4,spatial_relation,hard,False,multi_document,https://pt.wikipedia.org/wiki/Petr%C3%B3leo | https://comunicabaciadesantos.petrobras.com.br/pre-sal-bacia-de-santos
127,Que interpretação espacial pode ser obtida ao conectar Bacia de Santos com Bacia do Espírito Santo?,Qual feição regional contém as duas maiores bacias petrolíferas da costa brasileira?,"O platô de São Paulo, maior platô marginal da costa brasileira, contém as duas maiores bacias petrolíferas (Campos e Santos). Seu limite, ao sul, com a Bacia de Santos ocorre no Alto de Cabo Frio; ao norte, com a Bacia do Espírito Santo, ocorre no Alto de Vitória.","O platô de São Paulo contém as duas maiores bacias petrolíferas, Campos e Santos.",espacial,Bacia de Santos | Bacia do Espírito Santo | São Paulo | Campos | Bacia | Santos | Alto | Cabo | Espírito,"[{""head"": ""Bacia de Santos"", ""relation"": ""is_related_to"", ""tail"": ""Bacia do Espírito Santo""}, {""head"": ""Bacia do Espírito Santo"", ""relation"": ""supports"", ""tail"": ""São Paulo""}, {""head"": ""São Paulo"", ""relation"": ""indicates"", ""tail"": ""Campos""}, {""head"": ""Campos"", ""relation"": ""indicates"", ""tail"": ""Bacia""}, {""head"": ""Bacia"", ""relation"": ""indicates"", ""tail"": ""posição espacial""}, {""head"": ""posição espacial"", ""relation"": ""indicates"", ""tail"": ""relação entre unidades""}]",Bacia de Santos -> Bacia do Espírito Santo -> São Paulo -> Campos -> Bacia -> posição espacial -> relação entre unidades,4,spatial_relation,hard,True,multi_document,https://pt.wikipedia.org/wiki/Plataforma_continental_do_Brasil | https://pt.wikipedia.org/wiki/Bacia_de_Campos
128,"Que interpretação temporal pode ser obtida ao relacionar pré-sal, Gondwana e Sul-Americana?",Que evento tectônico regional está associado à formação da margem continental brasileira?,A maior parte da margem continental brasileira é uma clássica margem divergente formada pela ruptura do supercontinente Gondwana e o distanciamento das placas Sul-Americana e Africana. O pré-sal são rochas sedimentares que foram formadas há mais de 100 milhões de anos com a separação dos atuais continentes sul-americano e africano.,A ruptura do supercontinente Gondwana e o distanciamento das placas Sul-Americana e Africana estão associados à formação da margem continental brasileira.,temporal_estratigrafica,pré-sal | Gondwana | Sul-Americana | Africana,"[{""head"": ""pré-sal"", ""relation"": ""precedes_or_underlies"", ""tail"": ""Gondwana""}, {""head"": ""Gondwana"", ""relation"": ""indicates"", ""tail"": ""Sul-Americana""}, {""head"": ""Sul-Americana"", ""relation"": ""supports"", ""tail"": ""Africana""}, {""head"": ""Africana"", ""relation"": ""supports"", ""tail"": ""posição estratigráfica""}, {""head"": ""posição estratigráfica"", ""relation"": ""supports"", ""tail"": ""idade relativa""}, {""head"": ""idade relativa"", ""relation"": ""supports"", ""tail"": ""interpretação temporal""}]",pré-sal -> Gondwana -> Sul-Americana -> Africana -> posição estratigráfica -> idade relativa -> interpretação temporal,4,temporal_relation,hard,False,multi_document,https://pt.wikipedia.org/wiki/Plataforma_continental_do_Brasil | https://petrobras.com.br/pre-sal
129,Que interpretação espacial pode ser obtida ao conectar Bacia de Santos com Bacia do Espírito Santo?,Qual bacia marítima brasileira se estende de Cabo Frio a Florianópolis?,"A Bacia de Santos é a maior bacia sedimentar marítima brasileira, com uma área total de mais de 350 mil quilômetros quadrados e que se estende de Cabo Frio (RJ) a Florianópolis (SC). Seu limite, ao sul, com a Bacia de Santos ocorre no Alto de Cabo Frio; ao norte, com a Bacia do Espírito Santo, ocorre no Alto de Vitória.",A Bacia de Santos se estende de Cabo Frio a Florianópolis.,espacial,Bacia de Santos | Bacia do Espírito Santo | Cabo Frio | Bacia | Santos | Florianópolis | Alto | Cabo | Espírito,"[{""head"": ""Bacia de Santos"", ""relation"": ""is_related_to"", ""tail"": ""Bacia do Espírito Santo""}, {""head"": ""Bacia do Espírito Santo"", ""relation"": ""supports"", ""tail"": ""Cabo Frio""}, {""head"": ""Cabo Frio"", ""relation"": ""indicates"", ""tail"": ""Bacia""}, {""head"": ""Bacia"", ""relation"": ""indicates"", ""tail"": ""Santos""}, {""head"": ""Santos"", ""relation"": ""indicates"", ""tail"": ""posição espacial""}, {""head"": ""posição espacial"", ""relation"": ""indicates"", ""tail"": ""relação entre unidades""}]",Bacia de Santos -> Bacia do Espírito Santo -> Cabo Frio -> Bacia -> Santos -> posição espacial -> relação entre unidades,4,spatial_relation,hard,True,multi_document,https://comunicabaciadesantos.petrobras.com.br/quem-somos | https://pt.wikipedia.org/wiki/Bacia_de_Campos
130,Que interpretação espacial pode ser obtida ao conectar Bacia de Campos com petróleo?,Qual bacia está situada entre o norte do Rio de Janeiro e o sul do Espírito Santo?,"A Bacia de Campos é uma bacia sedimentar brasileira situada na costa norte do estado do Rio de Janeiro, estendendo-se até o sul do estado do Espírito Santo, entre os paralelos 21 e 23 sul. Em 1974 a Petrobrás descobre indícios de petróleo na Bacia de Campos, confirmados com a perfuração do primeiro poço em 1976.",A Bacia de Campos está situada nessa faixa costeira.,espacial,Bacia de Campos | petróleo | óleo | Janeiro | Espírito | Bacia | Campos | Petrobrás,"[{""head"": ""Bacia de Campos"", ""relation"": ""is_related_to"", ""tail"": ""petróleo""}, {""head"": ""petróleo"", ""relation"": ""supports"", ""tail"": ""óleo""}, {""head"": ""óleo"", ""relation"": ""indicates"", ""tail"": ""Janeiro""}, {""head"": ""Janeiro"", ""relation"": ""indicates"", ""tail"": ""Espírito""}, {""head"": ""Espírito"", ""relation"": ""indicates"", ""tail"": ""posição espacial""}, {""head"": ""posição espacial"", ""relation"": ""indicates"", ""tail"": ""relação entre unidades""}]",Bacia de Campos -> petróleo -> óleo -> Janeiro -> Espírito -> posição espacial -> relação entre unidades,4,spatial_relation,hard,True,multi_document,https://pt.wikipedia.org/wiki/Bacia_de_Campos | https://pt.wikipedia.org/wiki/Petr%C3%B3leo
131,Que interpretação espacial pode ser obtida ao conectar pré-sal com camada de sal?,Por que o pré-sal pode ser descrito como uma unidade de grande extensão regional?,"O pré-sal é uma formação rochosa localizada no subsolo da costa brasileira, que se estende entre os estados de Santa Catarina e Espírito Santo, atingindo uma área de cerca de 800 quilômetros de extensão por 200 quilômetros de largura. Em 2007 a Petrobrás anunciou a descoberta de petróleo na camada denominada pré-sal, que posteriormente verificou-se ser um grande campo petrolífero, estendendo-se ao longo de 800 km na costa brasileira, do estado do Espírito Santo ao de Santa Catarina, abaixo de espessa camada de sal (rocha salina) e englobando as bacias sedimentares do Espírito Santo, de Campos e de Santos.","Porque se estende por centenas de quilômetros na costa brasileira e envolve bacias sedimentares como Espírito Santo, Campos e Santos.",espacial,pré-sal | camada de sal | petróleo | óleo | Espírito | Campos | Santa Catarina | Petrobrás | Espírito Santo,"[{""head"": ""pré-sal"", ""relation"": ""is_related_to"", ""tail"": ""camada de sal""}, {""head"": ""camada de sal"", ""relation"": ""supports"", ""tail"": ""petróleo""}, {""head"": ""petróleo"", ""relation"": ""indicates"", ""tail"": ""óleo""}, {""head"": ""óleo"", ""relation"": ""indicates"", ""tail"": ""Espírito""}, {""head"": ""Espírito"", ""relation"": ""indicates"", ""tail"": ""posição espacial""}, {""head"": ""posição espacial"", ""relation"": ""indicates"", ""tail"": ""relação entre unidades""}]",pré-sal -> camada de sal -> petróleo -> óleo -> Espírito -> posição espacial -> relação entre unidades,4,spatial_relation,hard,False,multi_document,https://comunicabaciadesantos.petrobras.com.br/pre-sal-bacia-de-santos | https://pt.wikipedia.org/wiki/Petr%C3%B3leo
132,Que interpretação espacial pode ser obtida ao conectar Bacia de Santos com Campos?,Como as bacias de Campos e Santos se conectam ao platô de São Paulo?,"O platô de São Paulo, maior platô marginal da costa brasileira, contém as duas maiores bacias petrolíferas (Campos e Santos). A Bacia de Santos é a maior bacia sedimentar marítima brasileira, com uma área total de mais de 350 mil quilômetros quadrados e que se estende de Cabo Frio (RJ) a Florianópolis (SC).",Campos e Santos são as duas maiores bacias petrolíferas contidas no platô de São Paulo.,espacial,Bacia de Santos | Campos | Santos | Bacia | Cabo Frio | Florianópolis,"[{""head"": ""Bacia de Santos"", ""relation"": ""is_related_to"", ""tail"": ""Campos""}, {""head"": ""Campos"", ""relation"": ""supports"", ""tail"": ""Santos""}, {""head"": ""Santos"", ""relation"": ""indicates"", ""tail"": ""Bacia""}, {""head"": ""Bacia"", ""relation"": ""indicates"", ""tail"": ""Cabo Frio""}, {""head"": ""Cabo Frio"", ""relation"": ""indicates"", ""tail"": ""posição espacial""}, {""head"": ""posição espacial"", ""relation"": ""indicates"", ""tail"": ""relação entre unidades""}]",Bacia de Santos -> Campos -> Santos -> Bacia -> Cabo Frio -> posição espacial -> relação entre unidades,4,spatial_relation,hard,True,multi_document,https://pt.wikipedia.org/wiki/Plataforma_continental_do_Brasil | https://comunicabaciadesantos.petrobras.com.br/quem-somos
